words
die Fahrkarte
das Festival
fett
das Fieber
der Film
finden
der Fahrplan
die Firma
fallen
das Fahrrad
der Fisch
fit sein
die Flasche
das Fleisch
fleißig
früher
das Frühstück
frühstücken
fliegen
abfliegen
sich fühlen
der Flohmarkt
der Führerschein
der Flug
die Führung
die Fundsachen
der Flughafen
das Flugzeug
für
der Fluss
furchtbar
das Formular
der Fotoapparat
fotografieren
der Fuß
der Fußball
das Foto
die Frage
fragen
die Frau
die Gabel
ganz
frei
freiwillig
die Freizeit
fremd
die Garage
der Garten
der Gast
geben
sich freuen
geboren
der Geburtstag
der Geburtsort
das Geburtsjahr
der Freund
die Freundin
geehrte
freundlich
gefährlich
frisch
gefallen
froh
früh
gegen
das Gegenteil
gegenüber
gewinnen
das Gehalt
das Gewitter
gehen
die Gitarre
das Glas
glauben
gleich
gehören
das Geld
das Gleis
das Glück
die Geldbörse
glücklich
das Gemüse
der Glückwunsch
genau
gratulieren
genug
grillen
das Gepäck
gerade
die Grippe
groß
geradeaus
die Größe
das Gerät
die Gruppe
das Gericht
gern
der Gruß
das Geschäft
gültig sein
das Geschenk
die Geschichte
das Geschirr
günstig
gut
das Gesicht
das Gespräch
gestern
gesund
die Gesundheit
das Getränk
das Haar
haben
das Hähnchen
die Halle
hallo
herein
der Hals
der Herd
der Herr
halten
herstellen
der Hamburger
die Haltestelle
herunterladen
die Hand
das Handtuch
herzlich
das Handy
heute
hängen
hier
hart
die Hilfe
hässlich
die Hauptstadt
der Himmel
das Haus
hin
hinein
hinaus
der Haushalt
hinten
hinter
das Heft
die Heimat
das Hobby
hoch
die Hochzeit
heiraten
hoffen
heiß
heißen
hoffentlich
holen
die Heizung
helfen
die Homepage
hören
hell
die Hose
das Hemd
her kommen
heraus
das Hotel
der Hund
der Hunger
husten
die Idee
jung
immer
der Junge
in
die Information
sich über informieren
der Kaffee
der Kalender
kalt
die Insel
das Instrument
intelligent
die Kamera
das Interesse
kaputt
die Karte
sich interessieren
interessant
international
das Internet
die Kartoffel
der Käse
die Kasse
die Katze
kaufen
das Interview
das Kaufhaus
kein
ja
die Jacke
die Jeans
der Keller
jeden
jedes
jemand
kennen
kennenlernen
jetzt
der Job
die Kenntnisse
joggen
die Kette
die Jugendherberge
das Kind
der Jugendliche (männlich)
die Jugendliche (weiblich)
der Kindergarten
das Kino
der Kiosk
die Kirche
kostenlos
klappen
krank
das Krankenhaus
klar
die Krankenkasse
die Krankheit
der Kredit
das Klavier
das Kleid
die Kreuzung
die Kleidung
kriegen
klein
der Krimi
klug
kochen
die Küche
der Kuchen
kühl
der Koffer
der Kühlschrank
der Kollege
die Kollegin
die Kultur
komisch
sich kümmern
kommen
können
kündigen
der Kunde
die Kundin
die Kunst
der Kontakt
das Konto
der Kurs
kurz
kontrollieren
das Konzert
lachen
der Kopf
der Laden
der Körper
die Lampe
das Land
die Kosmetik
kosten
die Landschaft
lang
lange
langsam
der Link
links
der Löffel
langweilig
das Lokal
die Lüge
lügen
der Laptop
lassen
die Lust
laufen
lustig
laut
leben
machen
das Leben
die Lebensmittel
leer
das Mädchen
der Magen
legen
leicht
leider
leidtun
die Mailbox
mal
das Mal
malen
man
leihen
leise
lernen
manche
manchmal
der Mann
männlich
lesen
letzte
die Mannschaft
der Mantel
der Markt
die Leute
das Licht
lieber
die Maschine
das Medikament
das Meer
lieben
Lieblingsfarbe
mehr
meinen
das Lied
die Meinung
liefern
liegen
meisten
meistens
die Menge
der Mensch
der Moment
morgen
der Motor
der Motorroller
merken
müde
der Müll
die Messe
das Messer
die Miete
der Mund
das Museum
die Musik
mieten
die Milch
mindestens
müssen
die Mütze
das Mineralwasser
nach
mit
mitbringen
mitspielen
mitmachen
mitkommen
mitnehmen
der Nachbar
die Nachbarin
die Nachricht
nächste
der Mitarbeiter
das Mittagessen
die Nähe
die Mitte
der Name
das Mittel
nass
die Möbel
das Mobiltelefon
möchten
die Natur
natürlich
die Mode
neben
nebenan
modern
mögen
neblig
möglich
nehmen
nein
offen
öffnen
oft
ohne
nennen
nervös
nett
das Ohr
das Öl
neu
online
nicht
nichts
nie
die Orange
die Ordnung
niemand
nirgends
organisieren
der Ort
noch
normal
die Note
notieren
die Notiz
das Paar
ein paar
notwendig
packen
die Nudel
die Nummer
das Paket
das Papier
die Papiere
das Parfüm
der Park
nur
parken
der Partner
die Partnerin
nützlich
die Party
der Pass
oben
das Obst
passen
passieren
oder
das Passwort
das Projekt
die Pause
der Prospekt
die Person
prüfen
das Pferd
die Pflanze
die Prüfung
der Pullover
die Pizza
pünktlich
das Plakat
putzen
der Plan
planen
der Platz
plötzlich
die Qualität
das Quiz
die Polizei
die Pommes frites
das Radio
raten
die Portion
die Post
das Poster
das Rathaus
die Postkarte
die Postleitzahl
das Rätsel
rauchen
das Praktikum
der Raum
praktisch
rechnen
die Praxis
die Rechnung
recht haben
der Preis
preiswert
privat
rechts
reden
der Regen
pro
probieren
regnen
reich
das Problem
der Reifen
das Produkt
die Reihe
das Programm
die Reinigung
rund
der Reis
die Reise
das Reisebüro
der Reiseführer
der Rundgang
die Sache
reisen
reiten
renovieren
der Saft
sagen
der Rentner
die Rentnerin
der Salat
das Salz
die Reparatur
sammeln
reparieren
der Satz
sauber
reservieren
sauer
der Rest
schade
schädlich
das Restaurant
schaffen
das Rezept
der Schalter
die Rezeption
richtig
scharf
riechen
scheinen
das Rind
der Ring
der Rock
schenken
romantisch
die Schere
die Rose
der Rücken
schicken
das Schiff
der Rucksack
das Schild
schimpfen
rufen
die Ruhe
ruhig
der Schirm
schlafen
das Schlafzimmer
der Schüler
die Schülerin
schlecht
schwach
schließen
schwanger
das Schwein
schwer
schlimm
das Schloss
schwierig
das Schwimmbad
der Schluss
schwimmen
der See (Teich)
der Schlüssel
schmecken
die See (Meer)
der Schmerz
sehen
schmutzig
der Schnee
sich schneiden
schneien
die Sehenswürdigkeit
sehr
die Seife
sein
schnell
die Schokolade
schon
schön
der Schrank
an sein
aus sein
auf sein
weg sein
zu sein
schrecklich
seit
die Seite
schreiben
selbst
die Sendung
schriftlich
der Schuh
der Service
die Schule
sich setzen
sicher
singen
spielen
der Sport
sportlich
die Situation
der Sportplatz
sitzen
sprechen
die Sprache
der Ski
so
die Sprechstunde
die Stadt
das Sofa
der Stadtplan
der Star
sofort
stark
sogar
stattfinden
sollen
stehen
die Sonne
sonnig
die Stelle
sonst
stellen
spannend
sparen
sterben
der Spaß
der Stiefel
der Stift
das Stipendium
spät
später
der Stock
spazieren gehen
das Stockwerk
der Spaziergang
stören
der Strand
speichern
die Straße
die Straßenbahn
die Speisekarte
das Spiel
sich streiten
streng
der Stress
stressig
teilnehmen
das Stück
das Telefon
telefonieren
der Student
die Studentin
studieren
der Teller
das Tennis
das Studium
der Stuhl
suchen
der Termin
teuer
der Text
das Theater
super
das Thema
das Ticket
der Supermarkt
die Suppe
tief
das Tier
surfen
süß
der Tipp
der Tisch
der Titel
die Süßigkeiten
die Toilette
sympathisch
toll
die Tomate
der Topf
das Tablet
die Tablette
die Torte
tot
die Tafel
total
die Tour
tanzen
die Tasche
der Tourist
die Touristin
tragen
das Taschengeld
trainieren
die Tasse
austauschen
tauschen
das Taxi
das Training
der Traum
träumen
das Team
der Tee
traurig
teilen
sich treffen
unbedingt
und
die Treppe
der Unfall
trinken
trocken
die Universität
unten
unter
tschüs
das T-Shirt
sich unterhalten
tun
die Tür
die Unterkunft
unternehmen
typisch
der Unterricht
üben
der Unterschied
unterschreiben
über
überall
übermorgen
die Unterschrift
untersuchen
unterwegs sein
übernachten
übersetzen
der Urlaub
die Übersetzung
verabredet sein
überweisen
die Uhr
um
die Veranstaltung
umsteigen
umziehen
sich umziehen
verboten sein
verbieten
verdienen
der Verein
vereinbaren
vergessen
der Umzug
vergleichen
verkaufen
der Volleyball
von
vor
vorbei
der Verkehr
das Verkehrsmittel
vorbereiten
sich verletzen
sich verlieben
vorgestern
vorher
vorne
verlieren
der Vorname
der Vorschlag
vermieten
vorsichtig
der Vermieter
die Vermieterin
verpassen
sich vorstellen
verreisen
vorwärts
verschieben
wach
der Wagen
wählen
verschieden
die Verspätung
verstehen
wahr
wahrscheinlich
versuchen
der Wald
der Vertrag
wandern
viel
viele
wann
vielleicht
warm
der Vogel
warten
voll
warum
was
wenn
wer
wen
wem
die Wäsche
werden
sich waschen
das Wasser
die Werkstatt
der Wettbewerb
das Wetter
die Webseite
wechseln
wichtig
wecken
wie
wie viel
weg
wegbringen
wegfahren
weggehen
weglaufen
wegmachen
wegnehmen
wegwerfen
wieder
wiederholen
der Weg
wegen
wehtun
das Wiederhören
das Wiedersehen
weiblich
willkommen
der Wind
weich
windig
weil
der Wein
wirklich
wissen
weinen
weit
weiter
weitermachen
weiterhelfen
welcher
der Witz
witzig
wo
woher
wohin
wohnen
die Welt
wenig
wenigstens
die Wohnung
das Wohnzimmer
die Wolke
das Zimmer
wollen
der Zirkus
der Workshop
die Zitrone
der Zoo
zu
das Wort
wunderbar
der Wunsch
wünschen
der Zucker
zuerst
die Wurst
zufrieden
der Zug
zuhören
zuletzt
die Zahl
zahlen
der Zahn
zeichnen
zum Beispiel
zumachen
zeigen
zurück
die Zeit
zurückfahren
zurückgeben
zurückgehen
zurückkommen
zurücklaufen
die Zeitschrift
die Zeitung
das Zelt
das Zentrum
der Zettel
zusammen
zwischen
das Zeugnis
anziehen
ausziehen
das Ziel
