words
flexibel
fliegen
fliehen
die Flucht
fließen
fließend
der Flug
der Flughafen
das Flugzeug
der Flur
der Fluss
die Flüssigkeit
folgen
die Folge
folgend
fordern
die Forderung
fördern
die Förderung
die Form
das Formular
die Fortbildung
der Fortschritt
fortsetzen
die Fortsetzung
fotografieren
das Foto
der Fotoapparat
die Fotografie
fragen
die Frage
die Frau
frech
frei
die Freiheit
die Freizeit
freiwillig
fremd
die Fremdsprache
fressen
sich freuen
die Freude
der Freund
freundlich
frisch
der Friseur
die Frist
befristet
froh
die Frucht
früh
früher
frühstücken
das Frühstück
fühlen
führen
der Führerschein
die Führung
das Fundbüro
funktionieren
für
furchtbar
der Fuß
der Fußball
der Fußgänger
die Fußgängerzone
die Gabel
der Gang
ganz
gar
die Garage
garantieren
die Garantie
die Garderobe
der Garten
das Gas
der Gast
die Gaststätte
das Gebäude
geben
das Gebäck
geboren werden
gebrauchen
die Gebrauchsanweisung
die Gebühr
die Geburt
der Geburtstag
die Geduld
geehrt
geeignet sein
die Gefahr
die Lebensgefahr
gefährlich
gefallen
gefallen lassen
das Gefängnis
das Gefühl
gegen
die Gegend
der Gegenstand
gegenüber
das Gehalt
geheim
das Geheimnis
gehen
gehören
gelb
das Geld
das Taschengeld
die Gelegenheit
gelingen
gelten
gemeinsam
das Gemüse
gemütlich
genau
genauso
genug
die Genehmigung
genügen
das Gepäck
gerade
geradeaus
das Gerät
gerecht
das Gericht
die Gerichtsverhandlung
gering
gerne
gesamte
das Geschäft
die Geschäftsleute
geschehen
das Geschenk
die Geschichte
das Geschlecht
geschieden
das Geschirr
der Geschmack
die Geschwindigkeit
die Geschwindigkeitsbeschränkung
die Geschwister
die Gesellschaft
das Gesetz
das Gesicht
gespannt
das Gespräch
gestern
gesund
die Gesundheit
das Getränk
getrennt leben
die Gewerkschaft
das Gewicht
gewinnen
der Gewinn
das Gewissen
das Gewitter
gewöhnen
gewöhnlich
gewohnt
das Gewürz
gießen
das Gift
giftig
die Gitarre
das Glas
glatt
glauben
gleich
gleichfalls
gleichberechtigt
gleichzeitig
das Gleis
das Glück
glücklich
der Glückwunsch
das Gold
der Gott
das Gras
gratulieren
gratis
grau
greifen
die Grenze
grillen
der Grill
die Grippe
groß
Großeltern
die Großstadt
die Größe
grün
gründen
der Grund
gründlich
das Grundstück
die Gruppe
grüßen
der Gruß
gucken
gültig
günstig
gut
das Haar
haben
das Hackfleisch
der Hafen
das Hähnchen
halb
die Halbpension
halbtags
die Hälfte
die Halle
hallo
der Hals
halt
haltbar
halten
der Halt
die Haltestelle
der Hammer
die Hand
das Handtuch
handeln
der Handel
der Händler
der Handwerker
das Handy
hängen
hart
hassen
hässlich
häufig
die Hauptstadt
der Hauptbahnhof
das Haus
die Hausaufgabe
die Hausfrau
der Hausmann
der Haushalt
der Hausmeister
die Haut
heben
das Heft
das Heim
die Heimat
heimlich
das Heimweh
heiraten
heiß
heißen
heizen
die Heizung
helfen
hell
das Hemd
her
herausfinden
der Herd
herein
die Herkunft
das Herkunftsland
der Herr
herstellen
der Hersteller
herunterladen
herunterfahren
das Herz
herzlich
heute
hier
hierher
die Hilfe
der Himmel
hinten
hinter
hinterher
hinterlassen
hinweisen
historisch
der Hit
die Hitze
das Hobby
hoch
die Höhe
höchstens
die Hochzeit
der Hof
der Bauernhof
hoffen
hoffentlich
die Hoffnung
höflich
holen
das Holz
der Honig
hören
die Hose
das Hotel
hübsch
das Hühnchen
der Humor
der Hund
der Hunger
hungrig
hupen
husten
der Husten
der Hut
der ICE
ideal
die Idee
illegal
immer
der Import
in
impfen
die Industrie
das Industriegebiet
die Infektion
informieren
die Information
der Ingenieur
der Inhalt
inklusive
innen
die Innenstadt
innere
innerhalb
die Insel
insgesamt
installieren
das Institut
das Instrument
integrieren
die Integration
der Integrationskurs
intelligent
die Intelligenz
intensiv
der Intensivkurs
interessieren
interessant
das Interesse
interkulturell
international
das Internet
der Internetanschluss
das Internetcafé
das Interview
inzwischen
irgendein
irgendwann
irren
isolieren
ja
die Jacke
die Jahreskarte
der Jazz
je
je desto
die Jeans
jeder
jederzeit
jedes Mal
jemals
jemand
jetzt
jeweils
jobben
der Job
joggen
der Journalist
die Jugend
das Jugendamt
der Jugendliche
jung
der Junge
die Kabine
der Kaffee
der Kalender
kalt
die Kälte
die Kamera
kämpfen
der Kampf
der Kanal
die Kanne
die Kantine
das Kapitel
kaputt
kaputtgehen
kaputtmachen
die Karriere
die Karte
die Kartoffel
der Käse
die Kasse
der Kasten
der Katalog
die Katastrophe
die Katze
kaufen
der Kauf
der Käufer
das Kaufhaus
kaum
kein
der Keller
der Kellner
kennen
die Kenntnisse
kennenlernen
das Kennzeichen
die Kerze
die Kette
das Kind
der Kindergarten
der Kinderwagen
die Kindheit
die Kindertagesstätte
das Kino
der Kiosk
die Kirche
das Kissen
klappen
klar
klären
die Klasse
die Klassenarbeit
klasse
das Klavier
kleben
das Kleid
die Kleidung
klein
klicken
der Klick
das Klima
die Klimaanlage
klingeln
die Klingel
klingen
die Klinik
klopfen
der Kloß
knapp
die Kneipe
das Knie
der Knochen
der Knopf
der Koch
kochen
der Koffer
der Kofferraum
der Kollege
komisch
kommen
die Kommunikation
komplett
kompliziert
der Kompromiss
der König
die Konkurrenz
können
das Konsulat
der Kontakt
das Konto
das Girokonto
kontrollieren
die Kontrolle
konzentrieren
das Konzert
der Kopf
kopieren
die Kopie
der Körper
körperlich
korrekt
korrigieren
die Kosmetik
kosten
die Kosten
kostenlos
das Kostüm
die Kraft
kräftig
das Kraftfahrzeug
krank
krankschreiben
krankmelden
der Kranke
das Krankenhaus
die Krankenkasse
der Krankenpfleger
die Krankenschwester
der Krankenwagen
die Krankheit
der Kredit
die Kreditkarte
der Kreis
das Kreuz
die Kreuzung
kriegen
die Kriminalpolizei
der Krimi
kritisieren
die Kritik
kritisch
die Küche
der Kuchen
der Kugelschreiber
der Kuli
die Kuh
kühl
der Kühlschrank
die Kultur
kulturell
kümmern
der Kunde
kündigen
die Kündigung
die Kunst
der Künstler
künstlich
der Kunststoff
der Kurs
der Kursleiter
die Kurve
kurz
küssen
der Kuss
die Küste
das Labor
lächeln
lachen
der Laden
die Lage
das Lager
die Lampe
das Land
landen
die Landung
die Landwirtschaft
lang
die Länge
lange
längst
langsam
langweilig
der Lärm
lassen
der Laster
laufen
das Laufwerk
die Laune
laut
der Lautsprecher
leben
das Leben
der Lebenslauf
die Lebensmittel
das Leder
ledig
leer
legen
die Lehre
der Lehrer
der Lehrling
leicht
leidtun
leiden
leider
leihen
leise
leisten
die Leistung
leiten
der Leiter
die Leitung
die Leiter
lernen
lesen
letzt
die Leute
das Licht
lieben
lieb
die Liebe
Lieblings
das Lied
liefern
die Lieferung
liegen
der Lift
die Limonade
die Linie
links
linke
die Lippe
die Liste
der LKW
loben
das Loch
locker
der Löffel
der Lohn
sich lohnen
das Lokal
los
losfahren
löschen
lösen
die Lösung
die Luft
lügen
die Lüge
die Lust
lustig
machen
das Mädchen
der Magen
mager
die Mahlzeit
die Mahnung
der Makler
mal
das Mal
malen
der Maler
die Mama
man
manche
manchmal
der Mann
männlich
die Mannschaft
der Mantel
das Märchen
die Margarine
die Marke
markieren
der Markt
die Marmelade
die Maschine
die Maßnahme
das Material
die Mathematik
die Mauer
die Maus
maximal
der Mechaniker
das Medikament
die Medizin
das Meer
das Mehl
mehrere
die Mehrheit
die Mehrwertsteuer
meinen
die Meinung
meinetwegen
meiste
meistens
der Meister
melden
die Meldung
die Menge
der Mensch
menschlich
merken
merkwürdig
die Messe
messen
das Messer
das Metall
die Methode
die Metzgerei
mieten
die Miete
der Mieter
der Migrant
die Migration
der Migrationshintergrund
die Milch
mild
die Minderheit
mindestens
das Mineralwasser
mischen
missverstehen
das Missverständnis
mit
der Mitarbeiter
miteinander
das Mitglied
die Mitte
mitteilen
das Mittel
mitten
mittlere
die Möbel
möbliert
das Mobiltelefon
die Mode
das Modell
modern
mögen
möglich
die Möglichkeit
möglichst
der Moment
der Mond
der Monitor
der Motor
das Motorrad
müde
die Mühe
der Müll
die Müllabfuhr
der Mülleimer
die Mülltonne
der Sperrmüll
der Mund
mündlich
die Münze
das Museum
die Musik
der Musiker
der Muskel
müssen
der Mut
mutig
die Mutter
nach
der Nachbar
nachdem
nachdenken
nachher
nachholen
die Nachricht
nachschlagen
die Nachspeise
der Nachteil
der Nachtisch
die Nadel
der Nagel
nahe
die Nähe
nächst
nähen
naja
der Name
der Familienname
der Mädchenname
der Vorname
nämlich
die Nase
nass
die Natur
natürlich
der Nebel
neblig
neben
nebenan
nebenbei
der Neffe
negativ
nehmen
nein
nennen
der Nerv
nervös
nett
netto
neu
neugierig
neulich
nicht
die Nichte
der Nichtraucher
nichts
nie
niedrig
niemand
nirgends
nirgendwo
noch
nochmal
nochmals
normal
normalerweise
der Norden
nördlich
die Not
die Notaufnahme
der Notausgang
der Notfall
der Notruf
notwendig
die Note
notieren
die Notiz
nötig
die Nudel
die Nummer
nun
nur
nutzen
nützen
nützlich
ob
oben
oberen
das Obst
obwohl
oder
der Ofen
offen
öffentlich
offiziell
öffnen
oft
das Obergeschoss
ohne
das Ohr
okay
ökologisch
das Öl
die Oma
der Onkel
online
der Opa
die Oper
operieren
die Operation
das Opfer
optimistisch
die Orange
das Orchester
ordentlich
ordnen
der Ordner
die Ordnung
organisieren
die Organisation
das Original
der Ort
der Vorort
der Wohnort
örtlich
der Osten
ein paar
das Paar
das Päckchen
packen
das Paket
die Panne
der Papa
das Papier
parallel
das Parfüm
der Park
parken
das Parkhaus
der Parkplatz
die Parkuhr
der Partner
die Party
der Pass
der Passagier
passen
passieren
passiv
der Patient
die Pause
das Pech
die Pension
pensioniert
per
perfekt
die Person
persönlich
das Personal
der Pfeffer
das Pferd
die Pflanze
das Pflaster
die Pflaume
pflegen
der Pfleger
die Pflegeversicherung
die Pflicht
die Phantasie
die Philosophie
die Physik
das Picknick
die Pille
der Pilz
der PKW
planen
der Plan
das Plastik
der Platz
plötzlich
die Politik
der Politiker
politisch
die Polizei
der Polizist
die Pommes
die Portion
positiv
die Post
das Postfach
die Postkarte
die Postleitzahl
das Praktikum
der Praktikant
praktisch
präsentieren
die Praxis
der Preis
preiswert
prima
privat
pro
probieren
das Problem
produzieren
das Produkt
die Produktion
der Professor
der Profi
das Programm
das Projekt
der Prospekt
Prost
protestieren
der Protest
der Prozess
prüfen
die Prüfung
das Publikum
der Pullover
der Punkt
pünktlich
die Puppe
putzen
die Qualifikation
die Qualität
der Quark
das Quartal
der Quatsch
quer
die Querstraße
die Quittung
der Rabatt
das Rad
Rad fahren
der Radfahrer
das Radio
der Rand
rasieren
raten
der Rat
der Ratschlag
das Rathaus
rauchen
der Raucher
der Raum
reagieren
die Reaktion
die Realität
realistisch
rechnen
der Rechner
die Rechnung
das Recht
rechtlich
der Rechtsanwalt
recht
rechts
rechten
rechtzeitig
reden
die Rede
reduzieren
die Reform
das Regal
die Regel
regelmäßig
regeln
regnen
der Regen
die Region
regional
reich
reichen
reif
der Reifen
die Reihe
rein
reinigen
die Reinigung
der Reis
reisen
die Reise
das Reisebüro
reiten
der Rekord
relativ
rennen
renovieren
die Rente
der Rentner
reparieren
die Reparatur
reservieren
die Reservierung
der Rest
das Restaurant
retten
das Rezept
die Rezeption
der Rhythmus
der Richter
richtig
die Richtung
riechen
riesig
das Rind
der Ring
das Risiko
der Rock
roh
der Roman
die Rose
rot
die Rückfahrt
die Rückkehr
der Rücken
rücken
der Rucksack
die Rücksicht
rückwärts
rufen
die Ruhe
ruhig
rühren
rund
der Rundfunk
der Saal
die Sache
der Sack
der Saft
sagen
die Sahne
die Saison
der Salon
der Salat
die Salbe
das Salz
sammeln
sämtlich
der Sand
der Sänger
satt
der Satz
sauber
sauer
die Schachtel
schade
schaden
der Schaden
schaffen
schalten
der Schalter
scharf
der Schatten
schätzen
schauen
das Schaufenster
der Schauspieler
die Scheibe
sich scheiden lassen
geschieden sein
die Scheidung
der Schein
scheinen
schenken
die Schere
die Schicht
schick
schicken
schieben
schief
schießen
das Schiff
das Schild
schimpfen
der Schinken
der Schirm
schlafen
der Schlaf
schlagen
die Schlange
schlank
schlecht
schließen
schließlich
das Schloss
der Schluss
der Schlüssel
schlimm
schmal
schmecken
der Schmerz
das Schmerzmittel
der Schmuck
schmutzig
der Schnee
schneien
schneiden
schnell
das Schnitzel
der Schnupfen
die Schokolade
schon
schön
der Schrank
der Schrecken
schrecklich
schreiben
aufschreiben
das Schreiben
der Schreibtisch
schreien
die Schrift
schriftlich
der Schritt
der Schuh
die Schuld
schuld sein
schuldig
die Schule
der Schüler
die Schulter
schützen
der Schutz
schwach
schwanger
die Schwangerschaft
schwarz
das Schwein
schwer
die Schwester
Schwieger
schwierig
die Schwierigkeit
schwimmen
das Schwimmbad
schwitzen
der See
sehen
die Sehenswürdigkeit
sehr
die Seife
sein
seit
seitdem
die Seite
die Sekretärin
selben
selbst
selbstständig
selbstverständlich
selten
das Semester
senden
der Sender
die Sendung
die Senioren
senkrecht
die Serie
der Service
der Sessel
setzen
sicher
die Sicherheit
sichern
sichtbar
der Sieg
der Sieger
singen
sinken
der Sinn
die Situation
sitzen
der Sitz
der Ski
die SMS
so
sobald
die Socke
sodass
das Sofa
sofort
die Software
sogar
der Sohn
solange
solche
sollen
das Sonderangebot
sondern
die Sonne
sonst
sonstig
sorgen
die Sorge
die Soße
das Souvenir
soviel
so viel
sowieso
sowohl als auch
das Sozialamt
der Sozialarbeiter
die Sozialhilfe
spannend
sparen
sparsam
der Spaß
spät
spätestens
spazieren gehen
der Spaziergang
speichern
die Speisekarte
der Speisewagen
die Vorspeise
die Spezialpflege
der Spezialist
speziell
der Spiegel
spielen
das Spiel
der Spieler
der Spielplatz
das Spielzeug
spitz
der Sport
die Sportart
der Sportler
sportlich
die Sprache
die Muttersprache
sprechen
die Sprechstunde
springen
die Spritze
spülen
die Spülmaschine
die Spur
spüren
der Staat
staatlich
die Staatsangehörigkeit
das Stadion
die Stadt
städtisch
der Stadtplan
stammen
das Standesamt
ständig
der Standpunkt
der Star
stark
starten
der Start
die Station
statt
stattfinden
der Stau
der Staub
das Steak
stecken
die Steckdose
der Stecker
stehen
stehen bleiben
stehlen
steigen
steil
der Stein
die Stelle
stellen
der Stempel
sterben
der Stern
die Steuer
still
der Stiefel
die Stimme
stimmen
die Stimmung
die Stirn
stinken
der Stock
das Stockwerk
der Stoff
stolz
stoppen
stören
die Störung
stoßen
die Strafe
der Strafzettel
der Strand
die Straße
die Strecke
streichen
das Streichholz
streiken
der Streik
streiten
der Streit
streng
der Stress
der Strom
der Strumpf
das Stück
studieren
der Student
das Studium
das Studio
die Stufe
der Stuhl
stumm
die Stunde
der Sturm
stürzen
suchen
der Süden
südlich
der Supermarkt
die Suppe
süß
das Symbol
sympathisch
das System
die Tabelle
die Tablette
die Tafel
der Tagesablauf
die Tagesmutter
das Tal
tanken
die Tankstelle
die Tante
tanzen
der Tanz
der Tarif
die Tasche
das Taschentuch
die Tasse
die Taste
die Tastatur
die Tat
der Täter
die Tätigkeit
täuschen
das Taxi
das Team
die Technik
technisch
der Tee
der Teil
die Teilzeit
teilen
teilnehmen
die Teilnahme
der Teilnehmer
teilweise
telefonieren
das Telefon
der Teller
die Temperatur
das Tempo
das Tennis
der Teppich
der Termin
die Terrasse
testen
der Test
teuer
der Text
das Theater
das Thema
theoretisch
die Therapie
das Ticket
tief
das Tier
das Haustier
der Tierpark
der Tipp
der Tisch
der Titel
die Tochter
der Tod
tödlich
die Toilette
tolerant
toll
die Tomate
die Tonne
das Top
der Topf
das Tor
tot
der Tote
total
die Tour
der Tourismus
der Tourist
die Tradition
traditionell
tragen
trainieren
der Trainer
das Training
transportieren
der Transport
die Trauung
träumen
der Traum
traurig
treffen
der Treffpunkt
treiben
trennen
die Trennung
die Treppe
treten
treu
trinken
das Trinkgeld
trocknen
trocken
der Tropfen
trotz
trotzdem
das T-Shirt
tun
die Tür
der Turm
die Tüte
der Typ
typisch
die U-Bahn
üben
die Übung
über
überall
überfahren
überhaupt
überholen
überlegen
übermorgen
übernachten
die Übernachtung
übernehmen
überprüfen
überqueren
überraschen
die Überraschung
überreden
übersetzen
der Übersetzer
die Übersetzung
die Überstunde
übertragen
übertreiben
überweisen
die Überweisung
überzeugen
die Überzeugung
üblich
übrig
übrigens
die Uhr
um
umarmen
um zu
umdrehen
die Umfrage
die Umgebung
umgekehrt
die Umleitung
umso
umsonst
umsteigen
umtauschen
die Umwelt
umziehen
der Umzug
unbedingt
unfreundlich
und
der Unfall
ungefähr
ungewöhnlich
unglaublich
das Unglück
unheimlich
unten
unter
unteren
unterbrechen
sich unterhalten
die Unterhaltung
die Unterkunft
die Unterlagen
unternehmen
unterrichten
der Unterricht
unterscheiden
der Unterschied
unterschiedlich
unterschreiben
die Unterschrift
unterstreichen
unterstützen
die Unterstützung
untersuchen
die Untersuchung
unterwegs
der Urlaub
die Ursache
ursprünglich
das Urteil
der Vater
vegetarisch
verabreden
verabschieden
verändern
die Veranstaltung
verantwortlich
die Verantwortung
verbessern
verbieten
das Verbot
verbinden
der Verband
die Verbindung
verbrauchen
der Verbraucher
der Verbrecher
verbrennen
verbringen
der Verdacht
verdächtig
verdienen
der Verein
vereinbaren
das Verfallsdatum
die Vergangenheit
vergessen
vergleichen
der Vergleich
vergrößern
verhaften
verhalten
das Verhalten
das Verhältnis
verheiratet
verhindern
verkaufen
der Verkäufer
der Verkehr
das Verkehrsmittel
verlangen
verlängern
verlassen
sich verlassen auf
sich verlaufen
verleihen
verletzen
die Verletzung
verlieben
verliebt sein
verlieren
der Verlust
vermeiden
vermieten
der Vermieter
vermissen
die Vermittlung
vernünftig
verpacken
verpassen
verpflichtet sein
verreisen
verrückt
verschieben
verschieden
verschreiben
verschwinden
versichern
die Versichertenkarte
die Versicherung
versorgen
die Verspätung
versprechen
verstecken
verstehen
verständlich
das Verständnis
versuchen
der Versuch
verteilen
der Vertrag
vertrauen
das Vertrauen
vertreten
der Vertreter
die Vertretung
verurteilen
die Verwaltung
verwandt
der Verwandte
verwechseln
verwenden
verwitwet
die Verzeihung
viel
vielleicht
das Visum
das Vitamin
der Vogel
voll
die Vollzeit
von
voneinander
vor
voraus
voraussichtlich
vorbei
vorbereiten
die Vorbereitung
vorderen
die Vorfahrt
vorgestern
vorhaben
vorher
vorhin
vorige
vorkommen
vorläufig
vorlesen
vorne
sich vornehmen
vorschlagen
der Vorschlag
die Vorschrift
die Vorsicht
vorsichtig
vorstellen
die Vorstellung
der Vorteil
die Vorwahl
vorwärts
der Vorwurf
waagerecht
wach
wachsen
der Wagen
wählen
die Wahl
wahnsinnig
wahr
die Wahrheit
während
wahrscheinlich
der Wald
die Wand
wandern
die Wanderung
wann
die Ware
warm
die Wärme
warnen
warten
warum
was
was für ein
waschen
die Wäsche
das Waschmittel
das Wasser
das WC
wechseln
wecken
der Wecker
noch
der Weg
weg
wegen
weh tun
weiblich
weich
weil
der Wein
weinen
weiß
weit
weiter
sich weiterbilden
die Weiterbildung
welcher
die Welt
der Weltmeister
die Weltmeisterschaft
weltweit
wenden
wenig
